Block,Average Revenue,Total Revenue,Ride Count
40.78 -73.885,39.66,317.28,8
40.895 -73.845,14.87,104.1,7
40.92 -73.84,80.09,320.36,4
40.745 -74.28,168.35,168.35,1
41.065 -73.62,195.3,195.3,1
40.785 -73.525,165.3,165.3,1
40.9 -74.14,0.3,0.3,1
40.92 -74.65,210.36,420.71,2
40.735 -73.29,104.8,104.8,1
40.765 -74.215,111.17,222.35,2
40.725 -73.66,113.9,797.32,7
40.94 -73.945,34.0,68.0,2
35.575 -58.68,14.76,14.76,1
40.85 -74.165,85.92,343.7,4
42.19 -80.91,15.36,15.36,1
40.71 -73.63,4.3,4.3,1
41.085 -73.805,178.82,357.64,2
40.65 -73.825,15.3,15.3,1
40.715 -73.335,12.36,12.36,1
40.83 -74.235,78.82,236.46,3
40.67 -74.28,210.35,210.35,1
41.12 -74.115,166.06,166.06,1
40.72 -74.025,18.41,607.52,33
40.5 -74.425,210.3,210.3,1
41.04 -73.9,7.55,15.1,2
40.64 -73.95,18.68,3344.09,179
40.685 -73.575,36.13,108.4,3
40.665 -73.41,35.3,35.3,1
32.255 -61.545,9.36,9.36,1
40.79 -74.005,50.58,4097.18,81
40.625 -73.775,11.15,133.79,12
40.645 -73.99,16.71,1353.27,81
41.03 -73.59,88.3,176.6,2
40.6 -73.81,5.8,5.8,1
40.67 -74.265,169.3,169.3,1
40.715 -74.23,14.8,14.8,1
40.79 -73.1,204.8,819.21,4
40.69 -73.62,37.8,151.2,4
39.38 -74.495,143.35,143.35,1
40.995 -73.75,108.36,108.36,1
40.67 -74.47,234.35,234.35,1
40.99 -73.865,0.3,0.3,1
41.22 -73.245,208.3,208.3,1
41.035 -73.98,151.93,303.86,2
40.855 -73.41,160.3,480.9,3
40.775 -74.09,12.8,12.8,1
33.08 -57.705,5.8,5.8,1
40.82 -73.89,17.34,5063.26,292
40.79 -73.795,18.24,54.73,3
40.55 -73.91,10.56,10.56,1
40.76 -73.825,15.84,1806.28,114
42.155 -78.815,9.96,9.96,1
41.105 -73.86,3.8,3.8,1
40.765 -73.465,120.3,120.3,1
40.73 -73.92,44.87,13774.35,307
41.55 -73.22,6.96,6.96,1
40.785 -73.455,122.52,122.52,1
41.67 -73.84,399.3,399.3,1
40.845 -73.72,78.0,234.01,3
40.845 -74.295,11.76,11.76,1
40.805 -73.99,53.86,4847.76,90
40.955 -73.935,52.03,156.1,3
49.04 -70.425,15.3,15.3,1
40.675 -74.095,18.55,37.1,2
40.71 -73.715,4.3,4.3,1
41.04 -73.835,24.36,24.36,1
40.65 -74.395,155.46,155.46,1
40.87 -73.84,18.46,258.4,14
41.195 -73.88,52.8,52.8,1
40.95 -74.04,92.55,92.55,1
40.615 -73.985,14.69,1101.48,75
40.685 -74.425,9.96,9.96,1
0.735 -73.985,6.96,6.96,1
82.5 -35.435,8.3,8.3,1
40.805 -74.025,8.55,17.1,2
40.675 -73.46,147.3,147.3,1
40.495 -74.435,35.3,70.6,2
40.69 -74.31,18.48,36.96,2
40.83 -73.835,54.71,711.21,13
40.58 -74.225,6.05,36.3,6
40.51 -73.63,66.34,66.34,1
40.89 -73.88,10.3,51.5,5
41.08 -73.71,167.59,502.77,3
40.705 -73.755,16.03,144.24,9
40.69 -74.275,10.05,10.05,1
40.455 -74.345,267.46,267.46,1
40.93 -73.88,36.3,108.9,3
40.665 -74.105,7.0,35.0,5
40.395 -73.975,9.3,9.3,1
40.71 -73.865,18.31,347.91,19
40.5 -74.245,85.05,85.05,1
40.575 -74.345,224.3,224.3,1
41.0 -73.69,52.8,105.6,2
40.535 -74.42,200.55,401.1,2
41.035 -73.825,95.3,95.3,1
43.335 -68.975,4.8,4.8,1
40.65 -74.175,100.3,100.3,1
40.775 -74.335,11.13,33.4,3
40.805 -73.985,28.66,1089.09,38
40.925 -73.98,15.31,15.31,1
40.635 -73.635,108.3,216.6,2
40.7 -74.185,72.92,3864.89,53
35.035 -70.05,9.3,9.3,1
40.775 -74.155,15.83,31.66,2
41.1 -74.03,308.75,308.75,1
40.935 -73.945,108.36,108.36,1
40.63 -73.96,24.98,1623.64,65
41.01 -73.7,155.3,155.3,1
40.9 -74.07,137.15,137.15,1
40.625 -74.015,13.22,317.3,24
40.795 -73.63,48.3,96.6,2
41.085 -74.155,226.88,680.65,3
40.3 -74.02,250.3,250.3,1
40.545 -74.005,32.05,64.1,2
40.66 -73.73,40.87,449.57,11
40.64 -73.9,22.19,399.49,18
41.04 -73.975,210.3,210.3,1
40.955 -73.78,30.05,60.1,2
40.74 -74.085,8.3,8.3,1
41.3 -73.895,205.3,205.3,1
40.75 -74.175,92.35,461.76,5
40.975 -73.8,117.33,234.66,2
40.545 -74.145,67.0,67.0,1
40.64 -73.575,107.8,107.8,1
40.905 -73.94,84.06,252.19,3
40.68 -73.635,129.3,129.3,1
40.95 -74.095,0.3,0.3,1
40.73 -0.0,6.3,6.3,1
40.85 -74.235,96.47,192.95,2
40.74 -74.045,44.61,2944.08,66
41.015 -73.795,79.66,557.63,7
40.29 -73.87,20.8,20.8,1
41.015 -73.73,85.19,425.97,5
40.635 -71.67,8.0,8.0,1
40.775 -73.89,22.25,422.68,19
40.795 -73.865,13.07,39.22,3
40.55 -74.195,12.36,12.36,1
41.125 -74.08,36.36,36.36,1
40.835 -74.14,45.3,181.2,4
40.63 -73.945,21.28,7811.02,367
40.985 -73.71,150.99,150.99,1
40.605 -74.095,4.3,4.3,1
40.89 -74.175,88.3,88.3,1
37.11 -78.34,11.16,11.16,1
40.86 -73.84,7.3,7.3,1
32.14 -74.985,23.76,23.76,1
40.65 -73.945,20.12,2514.39,125
40.62 -73.95,19.69,570.95,29
41.02 -73.655,0.31,0.31,1
40.935 -74.275,75.15,225.45,3
40.845 -73.89,13.49,1241.4,92
40.985 -74.15,200.13,200.13,1
40.89 -74.19,8.3,8.3,1
40.85 -73.975,36.38,436.6,12
40.6 -74.23,11.98,23.96,2
40.82 -73.865,14.96,703.19,47
40.91 -73.875,27.34,328.1,12
40.825 -73.88,17.93,1452.73,81
40.78 -73.275,107.18,214.36,2
40.85 -73.86,18.51,277.65,15
41.0 -73.82,80.3,80.3,1
40.83 -73.97,55.98,1063.6,19
41.155 -74.13,48.15,48.15,1
40.935 -74.715,10.21,10.21,1
40.965 -74.11,20.3,20.3,1
38.9 -76.975,350.3,700.6,2
40.635 -74.025,21.44,17305.86,807
31.155 -76.29,9.3,9.3,1
40.68 -73.865,20.54,1622.95,79
41.045 -73.53,185.3,185.3,1
40.885 -74.075,63.82,127.65,2
40.78 -73.53,39.81,517.59,13
40.685 -73.96,15.95,32652.07,2047
41.05 -73.81,96.83,193.66,2
40.61 -73.775,14.95,209.3,14
40.92 -74.17,36.55,146.21,4
40.86 -73.91,16.6,5926.37,357
40.69 -73.66,24.44,317.71,13
43.855 -74.525,15.34,15.34,1
40.6 -73.99,17.52,893.48,51
38.315 -72.755,48.76,48.76,1
40.63 -74.03,20.08,5743.86,286
40.66 -74.09,7.18,28.7,4
40.97 -73.875,97.33,1557.3,16
40.645 -73.92,22.73,840.87,37
40.67 -73.925,17.65,5559.4,315
33.515 -78.68,13.3,13.3,1
40.655 -73.57,62.85,62.85,1
40.69 -73.9,22.25,1068.22,48
40.745 -74.045,49.88,1745.72,35
40.73 -74.19,83.3,83.3,1
40.705 -74.32,14.1,56.41,4
40.755 -73.82,19.48,1227.35,63
40.88 -74.205,77.67,155.35,2
40.855 -73.85,18.6,223.22,12
40.625 -73.89,46.17,277.05,6
40.75 -74.165,114.1,342.3,3
40.865 -74.085,2.8,11.21,4
47.55 -86.37,15.0,15.0,1
40.585 -73.75,23.4,280.76,12
40.81 -74.045,17.76,17.76,1
44.265 -74.995,9.3,9.3,1
40.5 -74.44,265.0,530.0,2
40.84 -74.05,120.3,120.3,1
40.6 -73.66,0.3,0.3,1
41.02 -73.765,80.8,80.8,1
40.725 -74.235,71.05,142.1,2
41.055 -73.53,150.7,4671.68,31
40.8 -74.005,24.55,957.51,39
40.825 -73.975,66.93,3279.8,49
-13.55 -99.085,10.97,76.8,7
40.705 -73.93,15.28,103424.41,6768
40.84 -73.31,240.36,240.36,1
40.67 -73.93,16.0,15444.43,965
40.925 -73.83,65.69,328.45,5
40.7 -74.155,86.15,603.05,7
40.715 -74.255,17.16,17.16,1
41.03 -73.755,162.95,162.95,1
42.92 -68.28,14.69,14.69,1
40.785 -73.625,75.45,679.02,9
40.735 -74.355,147.84,295.68,2
41.035 -73.535,247.34,247.34,1
40.81 -73.865,16.55,33.1,2
40.6 -73.995,21.27,2552.84,120
40.875 -73.91,15.62,13389.25,857
41.02 -74.085,59.05,118.1,2
40.865 -73.885,16.75,1373.86,82
40.87 -74.085,4.3,8.6,2
40.585 -73.925,30.78,430.86,14
44.495 -70.93,23.16,23.16,1
40.745 -1.315,19.3,19.3,1
40.78 -73.945,14.55,3313077.02,227719
41.065 -73.835,158.84,158.84,1
40.725 -73.8,22.0,1143.89,52
40.855 -74.33,184.0,184.0,1
34.29 -72.49,12.3,12.3,1
40.96 -74.065,121.75,486.99,4
40.865 -73.925,19.43,96103.64,4945
40.685 -73.995,18.42,488464.7,26516
40.58 -73.835,19.24,96.21,5
40.895 -73.905,27.86,306.44,11
40.69 -73.925,15.65,24344.84,1556
40.85 -73.465,8.8,8.8,1
40.845 -73.955,10.88,76.14,7
41.05 -73.855,39.8,119.4,3
40.725 -73.915,15.75,519.86,33
40.91 -74.1,93.69,281.08,3
40.915 -74.06,61.92,123.85,2
40.835 -73.685,99.72,199.43,2
40.91 -74.01,114.96,574.78,5
40.825 -73.815,31.8,95.4,3
41.195 -73.715,234.96,469.92,2
40.67 -73.84,48.68,4429.85,91
41.025 -73.72,120.3,120.3,1
40.72 -73.705,79.04,79.04,1
40.95 -74.045,43.3,86.6,2
40.8 -74.055,54.55,927.34,17
40.725 -73.975,14.23,325902.3,22907
40.745 -73.625,143.54,143.54,1
40.565 -74.17,11.3,11.3,1
40.975 -73.94,95.3,95.3,1
40.915 -73.905,30.58,489.32,16
40.885 -74.23,31.8,63.6,2
40.935 -73.76,118.52,2844.49,24
40.735 -73.885,17.98,2642.83,147
40.715 -73.92,14.27,1968.73,138
40.675 -74.125,11.66,58.28,5
40.785 -73.84,9.52,628.27,66
40.635 -73.71,84.55,253.65,3
40.93 -74.105,72.05,216.16,3
40.725 -73.985,14.76,7594179.42,514424
40.935 -73.89,46.15,92.3,2
40.985 -73.99,132.05,132.05,1
40.965 -74.115,151.3,151.3,1
40.68 -74.06,16.38,475.11,29
41.08 -73.505,165.3,165.3,1
41.07 -73.865,169.39,169.39,1
40.81 -73.98,13.23,158.72,12
41.295 -73.68,205.3,205.3,1
41.06 -74.62,25.3,25.3,1
40.675 -73.73,36.32,617.39,17
40.96 -73.945,160.31,160.31,1
40.85 -73.985,34.8,591.64,17
41.145 -73.36,360.3,360.3,1
40.195 -73.58,11.44,11.44,1
40.225 -74.725,222.3,222.3,1
40.665 -73.855,18.77,75.06,4
40.685 -73.915,15.71,15675.8,998
40.68 -74.02,12.36,98.86,8
40.89 -73.885,13.7,68.5,5
40.595 -73.745,14.46,274.8,19
41.305 -72.92,315.3,630.6,2
40.92 -73.87,35.53,426.4,12
40.92 -74.065,104.45,313.35,3
40.915 -73.84,76.22,152.43,2
40.81 -74.125,10.3,10.3,1
47.38 -84.935,8.3,8.3,1
40.345 -74.055,240.35,240.35,1
40.68 -74.21,86.16,775.42,9
40.91 -74.33,7.25,7.25,1
40.815 -73.905,16.35,3483.0,213
44.105 -81.155,6.8,6.8,1
41.25 -73.985,19.8,19.8,1
40.09 -74.12,315.3,315.3,1
40.85 -74.345,8.3,8.3,1
40.635 -73.625,136.3,136.3,1
40.895 -74.035,6.8,34.0,5
41.64 -70.055,9.3,9.3,1
40.595 -73.74,18.51,148.09,8
36.61 -68.155,28.3,28.3,1
40.745 -74.07,18.95,56.85,3
40.79 -74.495,202.3,202.3,1
40.67 -73.545,180.3,180.3,1
35.825 -77.33,7.8,7.8,1
40.595 -74.075,43.99,307.91,7
40.735 -73.865,26.1,36752.32,1408
40.72 -73.98,14.69,1004846.91,68384
40.865 -73.855,25.13,251.33,10
40.815 -73.055,161.87,485.6,3
40.9 -74.0,83.85,1173.9,14
40.63 -74.32,179.71,359.42,2
40.76 -73.695,75.98,227.95,3
40.82 -73.87,20.26,425.55,21
40.75 -74.055,48.14,2310.65,48
40.69 -74.105,29.32,263.89,9
40.845 -73.39,192.35,192.35,1
40.965 -73.97,100.3,100.3,1
40.825 -73.905,13.87,3786.04,273
40.595 -73.94,21.72,499.45,23
40.77 -73.68,72.8,145.6,2
40.75 -73.675,31.49,283.38,9
40.84 -73.885,19.09,1508.2,79
40.655 -73.935,15.72,911.68,58
40.76 -74.17,23.07,69.2,3
41.09 -73.51,204.19,408.37,2
40.77 -74.01,17.85,892.5,50
40.975 -74.35,9.3,9.3,1
41.17 -74.1,11.3,11.3,1
41.015 -74.18,169.68,339.35,2
40.82 -74.315,6.3,6.3,1
40.875 -74.33,125.85,125.85,1
40.215 -74.095,352.3,352.3,1
40.765 -74.005,15.69,2134.5,136
40.575 -74.115,42.44,297.1,7
40.53 -73.69,69.76,69.76,1
40.55 -74.375,188.46,188.46,1
43.24 -77.45,4.8,4.8,1
40.97 -74.175,18.96,18.96,1
40.775 -73.465,141.83,283.66,2
40.865 -73.63,105.47,632.8,6
40.715 -74.165,95.64,2008.46,21
40.845 -73.865,19.14,1761.23,92
40.755 -74.25,9.23,18.46,2
40.805 -73.93,17.98,21445.35,1193
40.63 -74.06,15.3,15.3,1
41.03 -74.37,5.8,5.8,1
40.91 -73.895,22.94,711.26,31
40.365 -74.13,175.3,175.3,1
40.915 -73.89,53.2,266.0,5
40.625 -73.985,16.91,490.34,29
40.91 -73.135,75.8,75.8,1
38.465 -77.855,18.8,18.8,1
39.955 -75.18,200.3,400.6,2
40.54 -74.24,109.59,109.59,1
40.71 -74.0,17.5,540439.6,30891
40.645 -74.395,10.3,10.3,1
40.73 -74.11,65.3,65.3,1
40.875 -73.895,17.61,228.87,13
41.075 -73.465,155.8,155.8,1
40.785 -73.655,25.42,203.37,8
40.58 -73.865,35.8,35.8,1
40.69 -74.19,51.66,2634.63,51
40.63 -73.765,26.39,26.39,1
40.88 -73.635,135.3,135.3,1
40.75 -74.315,9.8,9.8,1
40.88 -74.015,75.16,977.02,13
40.725 -73.765,35.08,1087.47,31
40.63 -73.72,60.1,300.48,5
40.53 -74.075,13.65,27.3,2
40.76 -73.95,20.46,31492.24,1539
40.665 -74.2,15.35,46.06,3
40.825 -74.16,12.74,38.22,3
40.77 -73.885,42.34,162548.78,3839
40.925 -73.84,72.83,801.15,11
40.455 -73.995,11.3,11.3,1
40.77 -73.82,13.44,147.85,11
40.82 -73.62,128.75,128.75,1
40.93 -74.15,18.8,18.8,1
41.0 -74.64,14.8,14.8,1
40.815 -73.8,12.36,24.72,2
40.91 -74.84,26.0,26.0,1
40.615 -74.17,35.3,35.3,1
40.58 -74.065,16.3,16.3,1
40.73 -74.13,57.3,687.65,12
40.955 -73.685,132.35,132.35,1
40.585 -74.24,51.3,153.91,3
40.855 -73.675,148.3,148.3,1
40.755 -73.805,15.23,274.12,18
40.705 -73.485,0.31,0.31,1
40.785 -73.95,14.08,4712347.49,334630
41.025 -73.635,70.3,70.3,1
40.785 -74.095,41.63,41.63,1
40.81 -74.08,43.38,216.91,5
40.645 -74.025,29.1,349.17,12
40.505 -74.04,9.3,9.3,1
41.08 -73.55,235.6,235.6,1
40.57 -74.655,250.3,250.3,1
40.79 -74.02,18.75,281.27,15
37.73 -83.605,8.8,8.8,1
40.735 -73.18,200.3,200.3,1
40.765 -74.175,75.3,75.3,1
40.735 -73.835,56.17,5280.4,94
44.805 -78.205,8.8,8.8,1
40.87 -73.86,16.34,261.41,16
62.305 -48.645,11.16,11.16,1
40.71 -74.115,35.81,71.63,2
40.885 -74.065,119.53,239.05,2
41.765 -80.515,7.65,15.3,2
40.955 -73.83,80.93,728.37,9
40.545 -74.515,200.3,200.3,1
44.98 -69.0,15.8,15.8,1
45.205 -70.84,11.8,11.8,1
53.965 -54.45,28.56,28.56,1
40.745 -74.02,17.93,807.05,45
40.735 -74.145,0.3,0.3,1
40.79 -73.825,61.55,1538.85,25
40.58 -74.105,41.3,82.6,2
40.995 -73.87,145.3,145.3,1
40.81 -74.16,33.5,167.5,5
40.9 -73.845,15.97,63.9,4
40.65 -74.22,63.3,63.3,1
40.75 -74.25,136.9,273.8,2
40.745 -74.295,8.16,8.16,1
40.84 -74.345,19.38,77.52,4
40.7 -73.855,20.27,5006.35,247
40.775 -73.94,20.45,3742.72,183
40.72 -74.11,16.08,32.16,2
40.88 -73.915,18.53,1964.07,106
40.825 -73.9,13.04,899.48,69
40.69 -73.585,86.55,173.1,2
40.68 -74.085,13.02,39.06,3
39.31 -76.56,36.3,36.3,1
40.98 -74.055,96.35,96.35,1
49.39 -65.97,28.5,28.5,1
40.685 -74.365,9.15,36.6,4
43.855 -83.085,11.8,11.8,1
40.49 -74.445,0.3,0.3,1
40.6 -74.1,16.13,32.26,2
40.66 -73.63,135.3,135.3,1
40.765 -1.23,50.21,50.21,1
40.86 -73.855,16.89,709.5,42
40.725 -73.96,17.52,22371.71,1277
36.465 -74.35,13.53,13.53,1
43.52 -67.72,7.25,7.25,1
40.745 -73.165,296.76,296.76,1
43.145 -72.395,44.8,44.8,1
40.725 -74.11,4.8,4.8,1
40.935 -73.045,32.57,162.83,5
40.61 -73.68,46.0,92.0,2
40.705 -73.905,18.38,3675.73,200
40.565 -73.99,37.84,37.84,1
40.6 -73.88,13.56,13.56,1
40.415 -73.985,11.8,11.8,1
40.705 -73.655,59.76,358.56,6
44.3 -84.32,8.76,8.76,1
40.95 -74.07,104.64,313.91,3
40.99 -73.81,104.92,944.3,9
40.86 -73.885,18.75,3206.38,171
40.975 -73.83,60.32,120.64,2
40.77 -73.785,39.48,157.93,4
40.775 -74.12,12.36,12.36,1
40.86 -73.99,68.39,547.14,8
40.805 -74.205,87.52,525.13,6
21.385 -65.31,35.84,35.84,1
40.73 -74.235,129.55,259.1,2
56.345 -87.315,0.81,0.81,1
40.89 -74.26,158.18,316.35,2
57.205 -74.875,9.3,9.3,1
40.285 -74.855,200.3,200.3,1
38.97 -72.625,8.65,17.3,2
30.19 -81.365,5.8,5.8,1
40.645 -74.23,13.61,217.76,16
41.03 -73.76,118.63,8066.84,68
40.695 -74.11,6.55,13.1,2
39.74 -75.55,498.35,498.35,1
41.085 -73.99,120.3,120.3,1
40.81 -73.275,77.52,232.55,3
40.605 -74.215,52.8,52.8,1
40.65 -73.96,17.64,33871.74,1920
40.82 -74.095,87.53,262.6,3
40.815 -73.945,12.88,188202.6,14612
45.94 -75.985,6.36,6.36,1
15.78 -70.475,8.63,17.26,2
40.765 -74.085,51.48,514.75,10
40.99 -74.035,61.38,491.06,8
40.44 -74.47,86.63,259.9,3
40.725 -74.535,79.47,238.41,3
40.765 -3.925,20.3,20.3,1
40.78 -73.83,26.78,214.27,8
40.73 -73.735,25.57,997.41,39
40.795 -74.385,9.8,19.6,2
40.68 -73.755,44.22,397.96,9
40.705 -74.07,20.0,20.0,1
40.6 -73.895,7.3,7.3,1
40.715 -74.155,27.15,217.21,8
40.78 -73.72,41.31,206.55,5
40.68 -74.13,14.52,87.12,6
40.495 -74.305,18.3,18.3,1
40.835 -74.35,24.98,99.9,4
40.9 -74.03,40.45,485.36,12
40.405 -74.035,215.05,215.05,1
40.69 -74.325,37.3,37.3,1
40.69 -74.44,11.3,11.3,1
40.73 -73.95,17.14,62798.14,3664
40.805 -74.315,90.3,90.3,1
40.6 -73.93,8.8,17.6,2
40.99 -73.775,52.8,52.8,1
40.92 -73.865,39.59,2217.19,56
46.775 -78.47,7.8,7.8,1
40.705 -73.635,78.35,78.35,1
40.785 -73.895,29.49,117.96,4
36.035 -69.63,12.36,12.36,1
40.67 -74.035,22.28,44.56,2
41.02 -73.795,118.33,236.65,2
40.715 -73.94,15.94,69494.52,4359
40.745 -73.665,69.36,69.36,1
40.6 -74.105,6.3,6.3,1
40.635 -74.01,19.08,1832.01,96
40.59 -73.95,21.58,884.81,41
40.725 -73.92,14.56,218.39,15
40.875 -73.995,26.55,53.1,2
43.475 -76.86,28.56,28.56,1
40.86 -73.945,16.89,118.24,7
41.1 -73.565,285.95,285.95,1
40.8 -73.715,103.67,414.66,4
40.82 -73.365,170.8,170.8,1
40.695 -73.75,32.38,194.3,6
40.74 -73.795,21.64,1990.52,92
40.645 -74.035,20.16,20.16,1
41.325 -72.965,248.3,248.3,1
40.855 -74.205,138.7,277.4,2
41.17 -74.115,9.36,9.36,1
40.7 -73.715,80.22,240.65,3
40.465 -74.285,247.55,247.55,1
40.75 -73.74,70.44,352.21,5
41.105 -74.08,66.3,66.3,1
40.825 -73.645,108.35,108.35,1
41.19 -74.115,9.3,9.3,1
46.21 -65.7,13.3,13.3,1
40.73 -74.27,75.44,301.75,4
40.775 -74.01,43.46,3737.95,86
40.8 -74.2,174.55,174.55,1
40.695 -73.725,42.45,509.44,12
40.69 -74.005,12.52,200.32,16
40.555 -74.27,192.35,192.35,1
40.77 -73.905,18.01,90777.38,5039
40.645 -74.405,110.84,221.68,2
40.9 -73.85,7.8,7.8,1
40.74 -74.22,10.3,10.3,1
40.575 -74.135,6.3,6.3,1
36.465 -77.06,6.3,6.3,1
40.635 -74.985,308.05,616.1,2
40.57 -74.135,50.17,200.7,4
40.95 -73.79,123.68,247.35,2
40.925 -73.995,39.43,315.42,8
40.665 -74.375,20.71,41.42,2
40.825 -73.895,17.1,1333.95,78
40.485 -74.415,0.3,0.3,1
40.8 -73.995,57.78,3235.59,56
40.635 -73.835,10.3,10.3,1
41.05 -73.83,51.33,102.66,2
40.96 -73.89,107.05,214.1,2
40.69 -73.67,65.3,65.3,1
40.98 -74.505,5.3,5.3,1
40.76 -73.97,13.83,15854989.96,1146175
40.67 -73.63,134.3,134.3,1
40.84 -73.98,58.48,643.31,11
36.455 -65.675,12.3,12.3,1
40.72 -73.86,31.54,630.86,20
40.72 -74.03,57.34,4586.91,80
40.83 -74.125,39.85,119.55,3
40.68 -73.91,16.22,4751.31,293
40.67 -73.51,181.8,181.8,1
40.425 -74.4,259.3,259.3,1
40.73 -74.21,50.3,100.6,2
40.855 -73.83,22.57,361.06,16
40.78 -73.415,153.33,766.66,5
40.635 -73.785,49.74,845.56,17
40.85 -74.035,23.55,47.1,2
40.92 -73.9,9.3,9.3,1
40.785 -73.85,24.0,288.05,12
40.89 -74.1,100.3,100.3,1
46.955 -76.505,8.16,8.16,1
40.87 -73.94,9.78,107.59,11
40.905 -74.255,106.63,213.26,2
40.545 -74.085,18.96,18.96,1
40.925 -74.145,8.3,8.3,1
40.735 -73.7,7.56,7.56,1
40.685 -74.38,12.0,12.0,1
40.755 -74.03,52.23,18072.4,346
40.755 -73.97,14.58,14018586.04,961535
40.585 -73.7,162.74,488.22,3
40.86 -73.07,355.01,355.01,1
40.7 -74.0,17.19,842.08,49
40.95 -74.075,92.13,276.4,3
43.84 -77.22,14.76,14.76,1
40.875 -73.965,65.34,65.34,1
40.53 -73.985,18.96,18.96,1
40.725 -74.1,5.76,5.76,1
40.87 -73.635,3.3,6.6,2
41.34 -72.975,412.88,412.88,1
40.825 -74.11,52.48,262.39,5
40.945 -73.78,80.8,80.8,1
41.1 -73.815,13.09,26.18,2
40.62 -73.92,22.58,293.59,13
40.58 -73.92,10.22,30.66,3
40.525 -73.95,9.12,9.12,1
37.065 -73.275,9.36,9.36,1
40.77 -73.865,43.61,32019164.13,734153
41.01 -73.845,120.35,120.35,1
40.96 -73.97,104.55,104.55,1
40.79 -73.49,30.35,30.35,1
40.65 -73.655,180.96,180.96,1
40.77 -73.98,12.9,9730480.6,754442
40.72 -74.56,273.61,547.22,2
38.935 -79.83,18.8,18.8,1
37.14 -73.62,18.05,18.05,1
40.835 -74.11,93.06,93.06,1
40.885 -73.87,10.33,20.66,2
40.24 -74.895,16.0,16.0,1
40.91 -74.22,100.05,100.05,1
41.825 -75.875,27.36,27.36,1
40.8 -74.355,12.72,76.31,6
40.97 -73.83,113.64,227.29,2
40.815 -73.635,95.8,95.8,1
40.61 -73.96,17.54,3526.31,201
40.7 -73.745,39.5,394.95,10
40.855 -74.145,5.3,5.3,1
40.835 -73.955,11.3,22.6,2
40.845 -73.535,163.59,163.59,1
41.055 -74.02,0.31,0.31,1
40.725 -73.635,58.66,410.6,7
40.105 -74.185,10.56,10.56,1
40.66 -73.725,38.46,499.98,13
40.89 -74.37,10.65,31.94,3
41.125 -73.715,196.3,196.3,1
40.95 -74.005,85.3,85.3,1
40.895 -73.9,32.66,718.6,22
40.915 -74.29,42.98,128.95,3
40.66 -73.885,25.46,1731.59,68
40.735 -73.635,72.79,291.16,4
40.83 -73.875,15.55,1477.26,95
40.7 -74.03,32.33,355.66,11
40.79 -73.655,114.35,114.35,1
40.975 -74.12,130.3,130.3,1
40.69 -73.55,61.99,185.96,3
40.765 -74.07,28.38,879.85,31
40.73 -73.475,42.05,84.1,2
41.12 -73.415,65.3,65.3,1
40.89 -73.835,95.9,671.3,7
40.635 -74.17,180.3,180.3,1
40.94 -74.26,218.76,218.76,1
40.655 -73.905,18.57,798.38,43
40.965 -73.835,29.3,29.3,1
41.055 -74.095,8.8,8.8,1
40.81 -74.205,97.05,97.05,1
40.305 -74.655,286.3,286.3,1
40.765 -74.305,92.05,276.15,3
40.72 -73.75,54.51,327.03,6
40.795 -73.985,11.43,468.55,41
40.585 -73.985,20.15,1068.03,53
40.68 -73.87,22.99,3449.01,150
40.92 -74.0,136.0,136.0,1
40.62 -73.985,25.98,961.1,37
40.765 -73.53,19.22,1191.57,62
27.665 -78.87,5.8,5.8,1
40.79 -74.07,26.36,105.42,4
41.045 -73.945,110.55,1326.58,12
52.61 -84.06,5.8,5.8,1
41.295 -73.675,150.8,150.8,1
40.755 -74.24,12.25,12.25,1
40.81 -73.915,15.38,3352.97,218
40.825 -73.98,40.02,1000.38,25
40.805 -74.33,12.8,12.8,1
40.955 -74.215,8.76,8.76,1
40.79 -74.1,16.56,16.56,1
40.83 -74.21,68.82,206.45,3
41.02 -74.05,19.75,19.75,1
40.93 -73.485,240.3,240.3,1
40.765 -73.79,32.88,263.07,8
40.825 -74.39,17.25,17.25,1
40.815 -74.03,16.02,64.06,4
40.76 -74.235,24.34,24.34,1
40.595 -74.07,34.95,104.86,3
40.715 -73.765,8.37,100.46,12
40.925 -73.85,65.33,130.65,2
40.825 -74.22,57.98,115.95,2
40.695 -73.565,100.3,100.3,1
40.79 -73.375,142.92,285.84,2
50.105 -80.265,11.15,33.46,3
40.805 -74.07,89.17,624.17,7
40.65 -73.725,87.82,175.64,2
40.46 -74.355,130.3,130.3,1
40.7 -74.37,142.26,142.26,1
40.72 -74.05,56.18,6573.0,117
40.715 -73.815,21.25,4738.95,223
40.9 -73.35,192.18,192.18,1
40.83 -74.13,38.8,194.01,5
40.655 -73.95,15.82,5013.76,317
40.525 -74.39,140.38,1544.16,11
36.57 -71.01,12.3,12.3,1
40.78 -73.835,22.47,202.21,9
40.64 -73.955,17.45,14504.44,831
41.045 -74.115,173.59,347.18,2
40.745 -74.005,14.11,5953354.47,421982
40.655 -73.96,17.44,73137.59,4194
40.905 -73.12,283.56,283.56,1
40.725 -73.595,65.13,586.2,9
40.68 -74.22,19.65,19.65,1
41.0 -73.965,40.14,120.42,3
45.35 -67.115,12.3,12.3,1
40.76 -73.795,23.83,333.66,14
40.505 -73.9,20.76,20.76,1
40.625 -74.075,27.3,245.71,9
40.6 -74.175,51.84,103.68,2
40.565 -74.6,10.4,10.4,1
40.98 -72.57,9.8,9.8,1
40.855 -73.98,67.48,607.31,9
